UniProtKB-AC,PROSITE_PROFILE_Ndomains,PROSITE_PROFILE_domains,Gene3D_Ndomains,Gene3D_domains,PANTHER_Ndomains,PANTHER_domains,Pfam_Ndomains,Pfam_domains,SUPERFAMILY_Ndomains,SUPERFAMILY_domains,PROSITE_PATTERN_Ndomains,PROSITE_PATTERN_domains,SMART_Ndomains,SMART_domains,TIGRFAM_Ndomains,TIGRFAM_domains
P53829,,,1.0,{'1': '102-373'},1.0,{'1': '99-371'},1.0,{'1': '109-367'},1.0,{'1': '153-339'},,,,,,
P53833,,,,,1.0,{'1': '2-195'},1.0,{'1': '14-170'},,,,,,,,
P53835,,,,,1.0,{'1': '3-655'},,,,,,,,,,
P53836,,,1.0,{'1': '70-202'},,,1.0,{'1': '78-203'},,,1.0,{'1': '75-204'},1.0,{'1': '76-206'},,
P53840,,,,,1.0,{'1': '22-1216'},1.0,{'1': '44-366'},,,,,,,,
P53843,,,1.0,{'1': '1-193'},1.0,{'1': '11-295'},1.0,{'1': '13-183'},,,,,,,,
P53844,,,1.0,{'1': '15-347'},1.0,{'1': '35-310'},2.0,"{'1': '144-291', '2': '49-114'}",2.0,"{'1': '26-126', '2': '138-322'}",1.0,{'1': '139-297'},2.0,"{'1': '143-294', '2': '91-116'}",,
P53845,,,,,1.0,{'1': '11-313'},1.0,{'1': '60-313'},,,,,,,,
P53847,,,2.0,"{'1': '102-339', '2': '559-753'}",,,2.0,"{'1': '6-360', '2': '560-753'}",,,,,,,,
P53851,,,2.0,"{'1': '19-206', '2': '207-392'}",1.0,{'1': '41-367'},1.0,{'1': '247-281'},1.0,{'1': '60-359'},1.0,{'1': '249-284'},5.0,"{'1': '49-91', '2': '148-188', '3': '198-237', '4': '242-281', '5': '284-323'}",,
P53852,4.0,"{'1': '60-71', '2': '97-106', '3': '351-369', '4': '382-403'}",1.0,{'1': '19-466'},1.0,{'1': '23-668'},1.0,{'1': '52-474'},1.0,{'1': '509-657'},,,,,1.0,{'1': '36-662'}
P53853,,,,,1.0,{'1': '19-235'},1.0,{'1': '37-174'},1.0,{'1': '18-240'},,,,,,
P53854,,,,,1.0,{'1': '1-152'},2.0,"{'1': '11-47', '2': '73-153'}",,,,,1.0,{'1': '11-47'},,
P53855,,,,,1.0,{'1': '401-1585'},1.0,{'1': '9-1586'},,,,,,,,
P53857,,,1.0,{'1': '171-298'},,,1.0,{'1': '207-291'},1.0,{'1': '184-300'},1.0,{'1': '165-298'},,,,
P53859,,,1.0,{'1': '126-292'},1.0,{'1': '2-292'},2.0,"{'1': '132-237', '2': '12-68'}",1.0,{'1': '131-288'},,,,,,
P53860,,,1.0,{'1': '13-345'},1.0,{'1': '34-321'},2.0,"{'1': '140-289', '2': '47-108'}",2.0,"{'1': '19-126', '2': '134-319'}",1.0,{'1': '135-295'},2.0,"{'1': '139-292', '2': '86-111'}",,
P53861,,,,,1.0,{'1': '1-286'},1.0,{'1': '19-116'},,,1.0,{'1': '19-63'},,,,
P53863,3.0,"{'1': '6-24', '2': '24-39', '3': '42-62'}",1.0,{'1': '1-79'},1.0,{'1': '1-586'},3.0,"{'1': '5-67', '2': '338-363', '3': '178-261'}",2.0,"{'1': '332-384', '2': '3-76'}",6.0,"{'1': '4-70', '2': '340-362', '3': '551-573', '4': '338-367', '5': '549-578', '6': '47-66'}",3.0,"{'1': '3-62', '2': '338-362', '3': '549-573'}",,
P53865,,,,,,,1.0,{'1': '444-575'},,,,,,,,
P53866,,,1.0,{'1': '595-660'},1.0,{'1': '87-765'},1.0,{'1': '721-764'},1.0,{'1': '586-673'},1.0,{'1': '720-767'},1.0,{'1': '718-765'},,
P53868,,,,,1.0,{'1': '11-502'},1.0,{'1': '11-414'},,,,,,,,
P53871,,,1.0,{'1': '1-308'},1.0,{'1': '1-331'},1.0,{'1': '17-176'},1.0,{'1': '25-300'},1.0,{'1': '2-260'},,,,
P53874,,,,,1.0,{'1': '212-735'},1.0,{'1': '362-730'},1.0,{'1': '361-732'},2.0,"{'1': '674-692', '2': '362-733'}",,,,
P53875,,,2.0,"{'1': '71-157', '2': '5-70'}",1.0,{'1': '6-157'},2.0,"{'1': '73-156', '2': '10-68'}",2.0,"{'1': '69-157', '2': '9-73'}",,,1.0,{'1': '10-157'},1.0,{'1': '6-157'}
P53877,,,1.0,{'1': '106-420'},1.0,{'1': '3-552'},2.0,"{'1': '137-166', '2': '180-225'}",1.0,{'1': '42-387'},1.0,{'1': '135-167'},3.0,"{'1': '127-167', '2': '178-225', '3': '336-372'}",,
P53878,,,,,,,1.0,{'1': '54-192'},1.0,{'1': '53-288'},,,,,,
P53881,,,1.0,{'1': '133-299'},1.0,{'1': '115-304'},1.0,{'1': '165-268'},1.0,{'1': '151-270'},,,,,,
P53883,,,2.0,"{'1': '105-220', '2': '221-367'}",,,1.0,{'1': '241-311'},2.0,"{'1': '119-225', '2': '226-325'}",2.0,"{'1': '125-219', '2': '239-317'}",2.0,"{'1': '126-215', '2': '240-313'}",,
P53885,,,1.0,{'1': '2-92'},1.0,{'1': '7-331'},1.0,{'1': '8-87'},1.0,{'1': '7-86'},,,,,,
P53886,,,1.0,{'1': '988-1194'},1.0,{'1': '594-1667'},,,,,,,,,,
P53889,,,1.0,{'1': '1-259'},,,1.0,{'1': '11-233'},1.0,{'1': '7-253'},,,,,,
P53892,3.0,"{'1': '14-30', '2': '30-47', '3': '306-328'}",,,,,,,,,,,,,,
P53893,5.0,"{'1': '21-34', '2': '65-73', '3': '99-109', '4': '115-126', '5': '151-160'}",2.0,"{'1': '781-966', '2': '4-258'}",,,5.0,"{'1': '975-1054', '2': '19-243', '3': '583-649', '4': '677-739', '5': '788-875'}",5.0,"{'1': '224-662', '2': '751-972', '3': '6-362', '4': '674-749', '5': '975-1087'}",1.0,{'1': '17-262'},1.0,{'1': '970-1059'},1.0,{'1': '20-162'}
P53894,,,,,1.0,{'1': '329-746'},2.0,"{'1': '352-505', '2': '568-672'}",1.0,{'1': '334-713'},4.0,"{'1': '352-672', '2': '673-754', '3': '471-483', '4': '358-381'}",2.0,"{'1': '352-672', '2': '673-746'}",,
P53897,,,,,1.0,{'1': '19-113'},1.0,{'1': '27-106'},,,,,,,,
P53899,,,1.0,{'1': '2-76'},,,2.0,"{'1': '18-51', '2': '196-266'}",1.0,{'1': '6-60'},1.0,{'1': '12-58'},1.0,{'1': '18-55'},,
P53900,,,1.0,{'1': '12-122'},1.0,{'1': '7-128'},1.0,{'1': '19-123'},,,,,,,,
P53903,,,,,1.0,{'1': '1-129'},1.0,{'1': '15-128'},,,,,,,,
P53904,,,1.0,{'1': '146-241'},,,2.0,"{'1': '1-89', '2': '167-229'}",2.0,"{'1': '1-93', '2': '106-231'}",2.0,"{'1': '181-213', '2': '189-225'}",1.0,{'1': '159-230'},,
P53905,,,,,1.0,{'1': '23-106'},1.0,{'1': '29-102'},1.0,{'1': '30-106'},1.0,{'1': '25-108'},1.0,{'1': '28-104'},,
P53909,,,,,1.0,{'1': '5-346'},1.0,{'1': '11-340'},1.0,{'1': '4-341'},1.0,{'1': '281-287'},,,1.0,{'1': '10-338'}
P53911,,,,,1.0,{'1': '4-314'},1.0,{'1': '9-132'},,,,,,,,
P53912,,,,,1.0,{'1': '6-373'},2.0,"{'1': '186-299', '2': '32-118'}",2.0,"{'1': '4-188', '2': '139-273'}",,,1.0,{'1': '17-373'},,
P53913,,,,,,,1.0,{'1': '29-106'},,,,,,,,
P53914,,,1.0,{'1': '277-483'},1.0,{'1': '1-1047'},4.0,"{'1': '536-766', '2': '281-493', '3': '9-202', '4': '773-1007'}",,,,,,,,
P53915,,,1.0,{'1': '1-218'},,,1.0,{'1': '9-162'},1.0,{'1': '4-189'},,,,,,
P53917,,,,,1.0,{'1': '1-949'},3.0,"{'1': '219-487', '2': '585-795', '3': '813-938'}",,,,,2.0,"{'1': '217-488', '2': '585-950'}",,
P53918,,,2.0,"{'1': '210-401', '2': '423-671'}",1.0,{'1': '207-599'},1.0,{'1': '216-465'},1.0,{'1': '201-612'},,,,,,
P53919,,,1.0,{'1': '108-220'},1.0,{'1': '36-487'},1.0,{'1': '137-226'},1.0,{'1': '138-201'},,,,,,
P53920,4.0,"{'1': '114-126', '2': '180-204', '3': '221-238', '4': '337-349'}",2.0,"{'1': '300-393', '2': '802-875'}",,,3.0,"{'1': '292-375', '2': '392-469', '3': '869-944'}",5.0,"{'1': '70-273', '2': '537-754', '3': '326-420', '4': '807-888', '5': '895-966'}",,,2.0,"{'1': '300-378', '2': '779-854'}",,
P53921,,,1.0,{'1': '54-115'},1.0,{'1': '14-115'},1.0,{'1': '55-112'},1.0,{'1': '55-114'},,,,,,
P53923,,,1.0,{'1': '1-388'},1.0,{'1': '2-479'},1.0,{'1': '323-445'},,,,,,,,
P53924,,,1.0,{'1': '411-485'},,,2.0,"{'1': '318-379', '2': '432-460'}",1.0,{'1': '292-404'},2.0,"{'1': '295-358', '2': '433-477'}",1.0,{'1': '294-358'},,
P53925,,,1.0,{'1': '335-619'},1.0,{'1': '312-622'},2.0,"{'1': '348-619', '2': '26-328'}",1.0,{'1': '197-633'},,,,,,
P53927,,,1.0,{'1': '3-175'},,,1.0,{'1': '93-162'},1.0,{'1': '89-167'},1.0,{'1': '91-169'},1.0,{'1': '92-165'},,
P53929,,,1.0,{'1': '1-270'},1.0,{'1': '4-251'},1.0,{'1': '6-183'},1.0,{'1': '5-257'},,,1.0,{'1': '5-175'},,
P53930,,,1.0,{'1': '9-183'},1.0,{'1': '6-216'},1.0,{'1': '38-119'},,,1.0,{'1': '8-169'},,,,
P53932,,,,,1.0,{'1': '1-642'},1.0,{'1': '13-557'},,,,,,,,
P53933,,,,,1.0,{'1': '24-571'},1.0,{'1': '276-426'},,,,,,,,
P53935,,,,,1.0,{'1': '13-1134'},1.0,{'1': '6-160'},,,,,,,,
P53937,,,1.0,{'1': '75-117'},,,1.0,{'1': '5-110'},1.0,{'1': '3-120'},1.0,{'1': '89-102'},,,,
P53940,4.0,"{'1': '8-26', '2': '26-41', '3': '43-63', '4': '63-82'}",1.0,{'1': '3-131'},1.0,{'1': '4-443'},3.0,"{'1': '206-268', '2': '7-68', '3': '179-411'}",4.0,"{'1': '177-319', '2': '339-419', '3': '203-272', '4': '3-74'}",3.0,"{'1': '193-274', '2': '6-71', '3': '48-67'}",1.0,{'1': '5-63'},,
P53941,,,,,1.0,{'1': '3-287'},1.0,{'1': '93-259'},,,1.0,{'1': '86-267'},1.0,{'1': '89-261'},,
P53942,,,2.0,"{'1': '213-259', '2': '9-212'}",1.0,{'1': '16-282'},1.0,{'1': '36-251'},1.0,{'1': '34-256'},1.0,{'1': '33-260'},,,1.0,{'1': '35-256'}
P53944,,,1.0,{'1': '69-281'},1.0,{'1': '19-279'},1.0,{'1': '113-202'},1.0,{'1': '21-229'},,,,,1.0,{'1': '2-283'}
P53946,,,,,1.0,{'1': '40-741'},2.0,"{'1': '37-230', '2': '534-743'}",2.0,"{'1': '37-187', '2': '180-748'}",,,1.0,{'1': '37-748'},,
P53947,,,,,1.0,{'1': '12-314'},,,,,,,,,,
P53949,,,1.0,{'1': '3-154'},,,1.0,{'1': '3-162'},1.0,{'1': '4-150'},1.0,{'1': '10-160'},,,,
P53950,,,,,1.0,{'1': '1-1165'},2.0,"{'1': '422-503', '2': '675-1000'}",,,,,,,,
P53951,,,,,1.0,{'1': '6-275'},2.0,"{'1': '180-376', '2': '14-146'}",,,,,,,,
P53952,,,,,,,1.0,{'1': '9-250'},,,,,,,,
P53953,,,2.0,"{'1': '710-855', '2': '236-506'}",1.0,{'1': '18-874'},5.0,"{'1': '161-196', '2': '234-504', '3': '603-705', '4': '730-806', '5': '510-592'}",4.0,"{'1': '150-232', '2': '603-709', '3': '710-875', '4': '234-508'}",,,,,,
P53955,,,2.0,"{'1': '442-556', '2': '162-439'}",,,2.0,"{'1': '237-417', '2': '436-509'}",1.0,{'1': '236-425'},1.0,{'1': '445-555'},1.0,{'1': '446-557'},,
P53958,,,,,,,1.0,{'1': '6-388'},,,,,,,,
P53959,,,,,1.0,{'1': '131-836'},2.0,"{'1': '195-297', '2': '327-835'}",,,,,1.0,{'1': '181-824'},,
P53962,,,1.0,{'1': '9-325'},1.0,{'1': '9-389'},2.0,"{'1': '141-177', '2': '289-320'}",1.0,{'1': '17-321'},1.0,{'1': '144-186'},4.0,"{'1': '3-42', '2': '45-87', '3': '137-177', '4': '280-321'}",,
P53965,4.0,"{'1': '116-133', '2': '154-167', '3': '173-187', '4': '190-204'}",1.0,{'1': '115-265'},,,1.0,{'1': '116-277'},1.0,{'1': '116-263'},2.0,"{'1': '212-222', '2': '121-271'}",,,,
P53969,,,,,,,1.0,{'1': '154-483'},,,,,,,,
P53971,,,1.0,{'1': '727-808'},1.0,{'1': '36-837'},6.0,"{'1': '216-234', '2': '362-380', '3': '417-429', '4': '468-485', '5': '587-604', '6': '735-794'}",1.0,{'1': '720-810'},2.0,"{'1': '733-796', '2': '68-117'}",8.0,"{'1': '159-177', '2': '216-235', '3': '362-382', '4': '468-487', '5': '529-550', '6': '586-606', '7': '615-636', '8': '716-795'}",,
P53972,5.0,"{'1': '218-232', '2': '247-257', '3': '322-334', '4': '396-412', '5': '472-489'}",1.0,{'1': '227-490'},1.0,{'1': '43-489'},2.0,"{'1': '45-141', '2': '236-339'}",1.0,{'1': '154-489'},1.0,{'1': '144-490'},,,,
P53973,3.0,"{'1': '202-225', '2': '238-253', '3': '328-338'}",1.0,{'1': '52-450'},,,2.0,"{'1': '456-702', '2': '83-393'}",1.0,{'1': '55-432'},,,,,,
P53974,,,,,,,1.0,{'1': '25-294'},1.0,{'1': '13-333'},2.0,"{'1': '22-298', '2': '155-167'}",1.0,{'1': '22-298'},,
P53978,,,5.0,"{'1': '1-328', '2': '419-636', '3': '643-969', '4': '329-418', '5': '762-871'}",1.0,{'1': '644-975'},4.0,"{'1': '446-572', '2': '685-780', '3': '861-925', '4': '336-411'}",3.0,"{'1': '11-1036', '2': '436-619', '3': '669-975'}",5.0,"{'1': '426-641', '2': '667-993', '3': '544-558', '4': '897-911', '5': '171-209'}",2.0,"{'1': '455-616', '2': '693-970'}",,
P53981,,,1.0,{'1': '6-221'},1.0,{'1': '4-228'},,,1.0,{'1': '4-228'},,,,,1.0,{'1': '4-196'}
P53983,,,1.0,{'1': '610-674'},,,,,,,,,,,,
P54000,,,1.0,{'1': '39-105'},1.0,{'1': '36-106'},1.0,{'1': '41-94'},1.0,{'1': '40-104'},,,,,,
P54003,,,,,,,1.0,{'1': '10-205'},,,,,,,,
P54074,,,1.0,{'1': '547-618'},,,,,,,,,,,,
P54113,,,4.0,"{'1': '475-517', '2': '227-372', '3': '376-580', '4': '2-196'}",1.0,{'1': '5-591'},2.0,"{'1': '136-460', '2': '17-131'}",2.0,"{'1': '201-591', '2': '5-196'}",1.0,{'1': '1-147'},2.0,"{'1': '136-461', '2': '17-131'}",1.0,{'1': '6-545'}
P54114,,,2.0,"{'1': '24-497', '2': '271-467'}",,,1.0,{'1': '32-498'},1.0,{'1': '12-501'},2.0,"{'1': '295-306', '2': '267-274'}",,,,
P54115,,,2.0,"{'1': '29-494', '2': '275-465'}",,,1.0,{'1': '36-496'},1.0,{'1': '16-499'},1.0,{'1': '271-278'},,,,
P54199,,,,,,,1.0,{'1': '440-715'},1.0,{'1': '432-722'},3.0,"{'1': '440-720', '2': '559-571', '3': '446-468'}",1.0,{'1': '440-716'},,
P54730,,,,,,,2.0,"{'1': '272-350', '2': '6-71'}",2.0,"{'1': '3-76', '2': '263-349'}",1.0,{'1': '273-350'},1.0,{'1': '269-351'},,
P54780,,,1.0,{'1': '1-204'},1.0,{'1': '1-203'},1.0,{'1': '2-187'},1.0,{'1': '1-193'},1.0,{'1': '46-69'},1.0,{'1': '2-192'},,
P54781,5.0,"{'1': '327-353', '2': '386-402', '3': '436-454', '4': '460-476', '5': '476-494'}",1.0,{'1': '57-533'},,,1.0,{'1': '77-481'},1.0,{'1': '73-529'},1.0,{'1': '469-478'},,,,
P54784,,,2.0,"{'1': '428-626', '2': '1-227'}",1.0,{'1': '221-912'},4.0,"{'1': '48-187', '2': '475-619', '3': '637-738', '4': '792-905'}",1.0,{'1': '437-722'},1.0,{'1': '48-188'},2.0,"{'1': '48-188', '2': '471-628'}",,
P54785,,,,,,,,,1.0,{'1': '346-394'},2.0,"{'1': '348-368', '2': '346-373'}",2.0,"{'1': '346-368', '2': '374-397'}",,
P54786,,,,,1.0,{'1': '7-917'},1.0,{'1': '854-904'},,,,,1.0,{'1': '852-904'},,
P54790,,,,,1.0,{'1': '20-438'},2.0,"{'1': '485-613', '2': '14-337'}",,,1.0,{'1': '3-15'},,,,
P54791,,,1.0,{'1': '76-276'},1.0,{'1': '20-526'},1.0,{'1': '287-516'},1.0,{'1': '69-274'},,,,,,
P54837,,,,,1.0,{'1': '6-206'},1.0,{'1': '22-206'},,,1.0,{'1': '33-121'},1.0,{'1': '20-206'},,
P54838,,,1.0,{'1': '383-583'},1.0,{'1': '4-583'},2.0,"{'1': '17-331', '2': '413-580'}",1.0,{'1': '374-583'},2.0,"{'1': '7-353', '2': '386-582'}",1.0,{'1': '412-582'},1.0,{'1': '10-580'}
P54858,,,1.0,{'1': '148-240'},1.0,{'1': '18-306'},1.0,{'1': '180-233'},1.0,{'1': '150-234'},1.0,{'1': '176-228'},1.0,{'1': '176-228'},,
P54860,,,1.0,{'1': '880-961'},1.0,{'1': '4-957'},2.0,"{'1': '881-953', '2': '217-865'}",,,1.0,{'1': '880-954'},1.0,{'1': '884-947'},,
P54861,6.0,"{'1': '28-46', '2': '53-70', '3': '165-182', '4': '215-233', '5': '234-250', '6': '257-276'}",1.0,{'1': '4-341'},1.0,{'1': '6-754'},3.0,"{'1': '254-541', '2': '665-755', '3': '31-246'}",1.0,{'1': '4-341'},3.0,"{'1': '54-63', '2': '670-757', '3': '25-333'}",2.0,"{'1': '4-285', '2': '665-756'}",,
P54885,,,2.0,"{'1': '12-430', '2': '227-390'}",,,1.0,{'1': '6-266'},1.0,{'1': '5-431'},1.0,{'1': '339-360'},,,1.0,{'1': '11-422'}
P54999,,,,,1.0,{'1': '11-84'},1.0,{'1': '17-82'},1.0,{'1': '14-84'},1.0,{'1': '14-86'},1.0,{'1': '17-83'},,
P56628,,,1.0,{'1': '1-121'},1.0,{'1': '6-120'},1.0,{'1': '11-118'},,,,,,,,
P57743,,,,,1.0,{'1': '2-80'},1.0,{'1': '7-77'},1.0,{'1': '2-80'},1.0,{'1': '3-82'},1.0,{'1': '6-78'},,
P60010,6.0,"{'1': '26-35', '2': '49-60', '3': '61-83', '4': '115-128', '5': '140-159', '6': '236-252'}",,,1.0,{'1': '8-369'},1.0,{'1': '4-375'},2.0,"{'1': '4-153', '2': '147-375'}",3.0,"{'1': '53-63', '2': '356-364', '3': '104-116'}",1.0,{'1': '5-375'},,
P61830,7.0,"{'1': '3-17', '2': '17-31', '3': '34-55', '4': '58-75', '5': '80-98', '6': '98-114', '7': '114-135'}",1.0,{'1': '2-136'},1.0,{'1': '1-135'},1.0,{'1': '7-132'},1.0,{'1': '2-133'},2.0,"{'1': '15-21', '2': '67-75'}",1.0,{'1': '34-136'},,
P69771,,,,,1.0,{'1': '15-203'},1.0,{'1': '15-180'},,,,,,,,
P69850,,,,,1.0,{'1': '2-92'},1.0,{'1': '5-87'},,,,,,,,
P69851,,,,,1.0,{'1': '1-71'},1.0,{'1': '1-71'},,,,,,,,
P69852,,,,,1.0,{'1': '1-69'},1.0,{'1': '6-52'},,,,,,,,
P80210,,,3.0,"{'1': '4-271', '2': '101-206', '3': '272-432'}",1.0,{'1': '2-429'},1.0,{'1': '4-427'},1.0,{'1': '2-429'},2.0,"{'1': '9-16', '2': '137-148'}",1.0,{'1': '2-429'},1.0,{'1': '4-430'}
P80235,,,2.0,"{'1': '4-642', '2': '70-438'}",1.0,{'1': '3-646'},1.0,{'1': '7-636'},,,2.0,"{'1': '4-19', '2': '325-351'}",,,,
P80428,,,,,1.0,{'1': '17-479'},1.0,{'1': '11-481'},2.0,"{'1': '12-158', '2': '152-484'}",1.0,{'1': '109-121'},1.0,{'1': '14-488'},,
P80667,4.0,"{'1': '309-319', '2': '324-339', '3': '346-355', '4': '358-370'}",,,1.0,{'1': '5-355'},2.0,"{'1': '312-363', '2': '140-283'}",1.0,{'1': '298-375'},1.0,{'1': '306-372'},1.0,{'1': '309-371'},,
P81449,,,,,,,1.0,{'1': '3-64'},,,,,,,,
P81450,,,,,1.0,{'1': '2-54'},1.0,{'1': '4-54'},,,,,,,,
P81451,,,,,1.0,{'1': '1-67'},1.0,{'1': '1-64'},,,,,,,,
P87262,4.0,"{'1': '13-26', '2': '26-43', '3': '44-54', '4': '64-86'}",1.0,{'1': '39-121'},1.0,{'1': '1-114'},1.0,{'1': '1-94'},,,1.0,{'1': '15-28'},,,,
P89102,,,,,1.0,{'1': '64-970'},1.0,{'1': '80-970'},,,,,,,,
P89105,,,4.0,"{'1': '43-181', '2': '187-270', '3': '271-578', '4': '579-870'}",1.0,{'1': '20-1071'},2.0,"{'1': '224-251', '2': '733-759'}",3.0,"{'1': '53-160', '2': '436-623', '3': '678-857'}",1.0,{'1': '218-251'},8.0,"{'1': '56-89', '2': '183-216', '3': '218-251', '4': '338-371', '5': '462-495', '6': '501-534', '7': '731-764', '8': '768-801'}",,
P89886,,,,,1.0,{'1': '1-178'},2.0,"{'1': '91-171', '2': '7-87'}",1.0,{'1': '90-178'},,,1.0,{'1': '91-172'},1.0,{'1': '61-173'}
Q00055,6.0,"{'1': '39-56', '2': '102-129', '3': '178-198', '4': '227-251', '5': '252-276', '6': '295-312'}",1.0,{'1': '234-391'},,,2.0,"{'1': '234-379', '2': '36-201'}",2.0,"{'1': '233-391', '2': '34-234'}",1.0,{'1': '242-263'},,,1.0,{'1': '36-382'}
Q00362,11.0,"{'1': '32-52', '2': '61-89', '3': '90-118', '4': '183-210', '5': '211-238', '6': '239-267', '7': '268-295', '8': '296-323', '9': '324-349', '10': '350-376', '11': '494-523'}",2.0,"{'1': '15-152', '2': '153-523'}",1.0,{'1': '5-524'},2.0,"{'1': '181-211', '2': '292-319'}",1.0,{'1': '26-398'},2.0,"{'1': '74-88', '2': '181-195'}",5.0,"{'1': '15-53', '2': '74-114', '3': '172-211', '4': '225-262', '5': '281-319'}",,
Q00381,,,,,1.0,{'1': '3-144'},1.0,{'1': '3-146'},1.0,{'1': '3-144'},1.0,{'1': '62-72'},,,,
Q00402,,,,,1.0,{'1': '905-2743'},1.0,{'1': '2567-2684'},,,1.0,{'1': '2573-2683'},1.0,{'1': '2574-2685'},,
Q00416,,,2.0,"{'1': '1264-1654', '2': '1655-1859'}",1.0,{'1': '920-1957'},4.0,"{'1': '106-859', '2': '1334-1626', '3': '1634-1831', '4': '1177-1285'}",1.0,{'1': '1333-1855'},,,,,,
Q00539,,,3.0,"{'1': '53-144', '2': '146-257', '3': '298-390'}",1.0,{'1': '54-388'},2.0,"{'1': '165-236', '2': '315-378'}",2.0,"{'1': '48-147', '2': '161-384'}",3.0,"{'1': '54-145', '2': '163-242', '3': '313-385'}",3.0,"{'1': '55-141', '2': '164-238', '3': '314-381'}",,
Q00578,,,2.0,"{'1': '353-543', '2': '544-774'}",1.0,{'1': '121-821'},3.0,"{'1': '361-518', '2': '543-778', '3': '133-256'}",2.0,"{'1': '314-537', '2': '474-764'}",2.0,"{'1': '589-743', '2': '373-535'}",2.0,"{'1': '616-694', '2': '358-539'}",1.0,{'1': '117-835'}
Q00582,,,1.0,{'1': '1-186'},1.0,{'1': '1-309'},1.0,{'1': '8-250'},1.0,{'1': '4-186'},,,,,,
Q00684,,,2.0,"{'1': '2-151', '2': '173-346'}",1.0,{'1': '81-438'},2.0,"{'1': '199-334', '2': '12-151'}",2.0,"{'1': '7-159', '2': '167-329'}",3.0,"{'1': '263-328', '2': '281-291', '3': '190-342'}",2.0,"{'1': '240-334', '2': '190-335'}",,
Q00711,,,2.0,"{'1': '291-394', '2': '54-458'}",1.0,{'1': '44-640'},2.0,"{'1': '54-450', '2': '506-640'}",3.0,"{'1': '281-399', '2': '40-473', '3': '496-640'}",1.0,{'1': '88-97'},,,2.0,"{'1': '51-640', '2': '54-626'}"
Q00723,,,,,1.0,{'1': '2-232'},1.0,{'1': '15-214'},,,,,,,,
Q00764,,,,,1.0,{'1': '14-491'},1.0,{'1': '17-481'},,,,,,,1.0,{'1': '17-481'}
Q00772,,,,,1.0,{'1': '21-388'},1.0,{'1': '24-318'},1.0,{'1': '16-326'},4.0,"{'1': '23-318', '2': '60-165', '3': '149-161', '4': '29-55'}",1.0,{'1': '23-318'},,
Q00776,6.0,"{'1': '12-32', '2': '101-128', '3': '166-194', '4': '272-299', '5': '341-356', '6': '381-392'}",,,1.0,{'1': '1-473'},2.0,"{'1': '49-132', '2': '164-474'}",2.0,"{'1': '1-141', '2': '164-473'}",3.0,"{'1': '164-184', '2': '292-306', '3': '175-473'}",,,,
Q00816,,,,,1.0,{'1': '103-978'},1.0,{'1': '173-204'},,,,,,,,
Q00916,,,1.0,{'1': '94-217'},1.0,{'1': '31-280'},2.0,"{'1': '109-166', '2': '6-97'}",1.0,{'1': '101-215'},1.0,{'1': '107-198'},1.0,{'1': '108-184'},,
Q00947,,,,,1.0,{'1': '136-411'},,,1.0,{'1': '155-195'},2.0,"{'1': '162-182', '2': '160-187'}",2.0,"{'1': '160-182', '2': '201-223'}",,
Q00955,,,1.0,{'1': '231-293'},1.0,{'1': '19-2232'},7.0,"{'1': '702-767', '2': '233-413', '3': '59-180', '4': '457-563', '5': '768-1479', '6': '1574-2130', '7': '576-695'}",5.0,"{'1': '693-766', '2': '450-567', '3': '16-183', '4': '1489-1814', '5': '1815-2201'}",8.0,"{'1': '694-768', '2': '725-742', '3': '247-261', '4': '377-384', '5': '216-408', '6': '1486-1822', '7': '1826-2141', '8': '58-567'}",1.0,{'1': '456-563'},,
Q01080,,,,,1.0,{'1': '4-411'},1.0,{'1': '33-404'},,,,,,,,
Q01159,,,1.0,{'1': '251-415'},1.0,{'1': '31-403'},2.0,"{'1': '47-249', '2': '253-397'}",1.0,{'1': '252-412'},,,,,,
Q01163,,,1.0,{'1': '127-325'},1.0,{'1': '2-445'},1.0,{'1': '124-444'},1.0,{'1': '127-221'},,,,,,
Q01217,,,1.0,{'1': '51-353'},,,3.0,"{'1': '542-666', '2': '99-317', '3': '333-499'}",2.0,"{'1': '541-696', '2': '71-350'}",2.0,"{'1': '353-505', '2': '670-686'}",1.0,{'1': '542-665'},2.0,"{'1': '542-859', '2': '99-325'}"
Q01329,,,1.0,{'1': '1-328'},1.0,{'1': '3-781'},1.0,{'1': '91-333'},,,,,,,,
Q01389,,,,,,,1.0,{'1': '1176-1439'},1.0,{'1': '1175-1440'},3.0,"{'1': '1175-1440', '2': '1299-1311', '3': '1181-1204'}",1.0,{'1': '1175-1440'},,
Q01448,,,,,,,1.0,{'1': '568-600'},,,,,,,,
Q01454,,,2.0,"{'1': '7-188', '2': '211-361'}",,,2.0,"{'1': '478-780', '2': '821-924'}",1.0,{'1': '16-347'},,,,,,
Q01476,,,,,1.0,{'1': '688-1262'},4.0,"{'1': '736-1255', '2': '529-576', '3': '585-641', '4': '658-719'}",1.0,{'1': '731-1258'},3.0,"{'1': '737-752', '2': '1193-1210', '3': '736-1258'}",,,,
Q01477,,,,,1.0,{'1': '223-911'},1.0,{'1': '461-908'},1.0,{'1': '458-911'},3.0,"{'1': '461-476', '2': '844-862', '3': '460-911'}",,,,
Q01519,,,1.0,{'1': '2-83'},1.0,{'1': '4-81'},1.0,{'1': '16-76'},1.0,{'1': '8-80'},,,,,,
