UniProtKB-AC,SUPERFAMILY_Ndomains,SUPERFAMILY_domains,Gene3D_Ndomains,Gene3D_domains,PANTHER_Ndomains,PANTHER_domains,Pfam_Ndomains,Pfam_domains,PROSITE_PROFILE_Ndomains,PROSITE_PROFILE_domains,PROSITE_PATTERN_Ndomains,PROSITE_PATTERN_domains,SMART_Ndomains,SMART_domains,TIGRFAM_Ndomains,TIGRFAM_domains
Q9LRW7,1.0,{'1': '98-196'},,,1.0,{'1': '50-483'},4.0,"{'1': '99-121', '2': '202-240', '3': '137-171', '4': '175-199'}",,,2.0,"{'1': '101-121', '2': '99-121'}",3.0,"{'1': '99-121', '2': '141-171', '3': '176-196'}",,
Q9LRX8,1.0,{'1': '12-154'},1.0,{'1': '7-154'},1.0,{'1': '3-184'},1.0,{'1': '10-115'},,,1.0,{'1': '89-112'},,,1.0,{'1': '12-153'}
Q9LRY0,,,1.0,{'1': '130-189'},1.0,{'1': '1-187'},1.0,{'1': '146-187'},,,,,,,,
Q9LRZ0,2.0,"{'1': '515-1091', '2': '347-657'}",4.0,"{'1': '316-574', '2': '575-702', '3': '735-964', '4': '965-1108'}",1.0,{'1': '1-1103'},6.0,"{'1': '448-483', '2': '486-525', '3': '908-942', '4': '164-204', '5': '37-161', '6': '5-34'}",,,5.0,"{'1': '449-492', '2': '911-952', '3': '4-36', '4': '34-92', '5': '470-484'}",13.0,"{'1': '337-376', '2': '393-437', '3': '442-483', '4': '485-526', '5': '529-572', '6': '575-615', '7': '817-858', '8': '861-901', '9': '904-943', '10': '993-1035', '11': '1055-1089', '12': '4-36', '13': '34-92'}",,
Q9LS26,2.0,"{'1': '33-307', '2': '384-483'}",1.0,{'1': '379-488'},1.0,{'1': '24-485'},2.0,"{'1': '69-301', '2': '340-457'}",,,1.0,{'1': '56-322'},,,,
Q9LS42,,,,,,,2.0,"{'1': '439-665', '2': '23-133'}",,,,,,,,
Q9LS90,1.0,{'1': '84-429'},1.0,{'1': '157-448'},1.0,{'1': '121-446'},1.0,{'1': '212-252'},,,1.0,{'1': '376-412'},,,,
Q9LSA3,1.0,{'1': '13-106'},1.0,{'1': '2-108'},1.0,{'1': '1-111'},1.0,{'1': '14-105'},,,2.0,"{'1': '24-48', '2': '80-100'}",,,,
Q9LSB4,,,,,,,3.0,"{'1': '624-771', '2': '189-323', '3': '343-466'}",,,,,,,,
Q9LSE1,1.0,{'1': '48-352'},,,,,1.0,{'1': '75-279'},,,3.0,"{'1': '74-354', '2': '196-208', '3': '80-102'}",1.0,{'1': '74-354'},,
Q9LSE2,1.0,{'1': '306-373'},1.0,{'1': '299-366'},1.0,{'1': '208-489'},2.0,"{'1': '310-352', '2': '411-481'}",,,1.0,{'1': '303-352'},1.0,{'1': '309-358'},,
Q9LSF1,1.0,{'1': '14-349'},,,,,2.0,"{'1': '18-178', '2': '229-329'}",,,3.0,"{'1': '17-329', '2': '330-421', '3': '145-157'}",1.0,{'1': '17-329'},,
Q9LSI9,1.0,{'1': '284-575'},1.0,{'1': '30-222'},1.0,{'1': '18-577'},4.0,"{'1': '329-572', '2': '103-125', '3': '129-150', '4': '31-73'}",,,1.0,{'1': '307-578'},,,,
Q9LSJ8,4.0,"{'1': '337-584', '2': '970-1222', '3': '18-328', '4': '638-960'}",3.0,"{'1': '336-584', '2': '971-1227', '3': '10-950'}",,,4.0,"{'1': '365-513', '2': '1000-1150', '3': '23-289', '4': '660-921'}",,,6.0,"{'1': '346-582', '2': '981-1219', '3': '24-311', '4': '661-946', '5': '485-499', '6': '1122-1136'}",2.0,"{'1': '373-559', '2': '1008-1182'}",,
Q9LSK7,1.0,{'1': '63-141'},1.0,{'1': '62-148'},,,1.0,{'1': '65-126'},3.0,"{'1': '178-188', '2': '231-242', '3': '329-339'}",1.0,{'1': '64-133'},7.0,"{'1': '62-128', '2': '178-190', '3': '233-245', '4': '262-274', '5': '297-309', '6': '331-343', '7': '352-364'}",,
Q9LSP5,,,1.0,{'1': '3-163'},,,1.0,{'1': '7-160'},3.0,"{'1': '6-24', '2': '120-132', '3': '138-160'}",,,,,,
Q9LST0,,,1.0,{'1': '87-246'},1.0,{'1': '3-476'},1.0,{'1': '13-463'},6.0,"{'1': '77-93', '2': '110-130', '3': '149-166', '4': '298-316', '5': '341-357', '6': '430-445'}",,,,,,
Q9LSX8,2.0,"{'1': '5-65', '2': '75-149'}",1.0,{'1': '1-152'},1.0,{'1': '1-147'},2.0,"{'1': '103-149', '2': '4-64'}",,,,,1.0,{'1': '3-102'},,
Q9LSX9,2.0,"{'1': '5-66', '2': '76-151'}",1.0,{'1': '1-153'},1.0,{'1': '1-148'},2.0,"{'1': '104-151', '2': '4-65'}",,,,,1.0,{'1': '3-103'},,
Q9LSY0,2.0,"{'1': '5-65', '2': '71-121'}",1.0,{'1': '1-123'},1.0,{'1': '1-120'},1.0,{'1': '4-64'},,,,,1.0,{'1': '3-102'},,
Q9LSY1,2.0,"{'1': '5-65', '2': '75-150'}",1.0,{'1': '1-152'},1.0,{'1': '1-147'},2.0,"{'1': '103-150', '2': '4-64'}",,,,,1.0,{'1': '3-102'},,
Q9LT39,,,2.0,"{'1': '18-86', '2': '87-365'}",1.0,{'1': '5-290'},6.0,"{'1': '129-150', '2': '227-246', '3': '249-267', '4': '152-211', '5': '271-330', '6': '22-61'}",,,,,,,,
Q9LT47,1.0,{'1': '21-366'},1.0,{'1': '18-367'},1.0,{'1': '3-367'},3.0,"{'1': '122-157', '2': '172-203', '3': '330-365'}",3.0,"{'1': '144-158', '2': '190-204', '3': '306-320'}",3.0,"{'1': '124-166', '2': '170-205', '3': '144-158'}",6.0,"{'1': '82-114', '2': '117-157', '3': '160-203', '4': '229-266', '5': '278-319', '6': '324-365'}",,
Q9LT78,1.0,{'1': '36-345'},1.0,{'1': '359-423'},1.0,{'1': '34-344'},3.0,"{'1': '374-420', '2': '129-345', '3': '43-100'}",3.0,"{'1': '147-162', '2': '290-300', '3': '305-311'}",3.0,"{'1': '147-158', '2': '288-298', '3': '305-324'}",3.0,"{'1': '363-420', '2': '129-345', '3': '43-100'}",,
Q9LT81,3.0,"{'1': '103-135', '2': '183-209', '3': '265-300'}",,,1.0,{'1': '46-210'},2.0,"{'1': '105-129', '2': '270-296'}",,,3.0,"{'1': '104-131', '2': '183-211', '3': '269-297'}",3.0,"{'1': '104-130', '2': '183-210', '3': '269-296'}",,
Q9LTB0,1.0,{'1': '134-368'},2.0,"{'1': '263-366', '2': '135-250'}",1.0,{'1': '15-737'},2.0,"{'1': '142-351', '2': '385-550'}",,,,,,,,
Q9LTB8,1.0,{'1': '21-203'},,,1.0,{'1': '1-210'},1.0,{'1': '111-172'},,,5.0,"{'1': '67-102', '2': '104-139', '3': '148-183', '4': '117-129', '5': '161-173'}",3.0,"{'1': '71-99', '2': '108-136', '3': '152-180'}",,
Q9LTF2,,,1.0,{'1': '1-104'},1.0,{'1': '1-165'},1.0,{'1': '3-94'},,,,,,,,
Q9LTH4,1.0,{'1': '138-198'},,,1.0,{'1': '12-278'},1.0,{'1': '144-193'},,,1.0,{'1': '138-197'},,,1.0,{'1': '142-194'}
Q9LTJ1,1.0,{'1': '56-192'},,,,,1.0,{'1': '73-176'},,,1.0,{'1': '71-146'},1.0,{'1': '73-143'},,
Q9LTJ6,1.0,{'1': '71-379'},1.0,{'1': '57-381'},1.0,{'1': '35-384'},1.0,{'1': '184-327'},,,2.0,"{'1': '184-205', '2': '252-292'}",6.0,"{'1': '60-99', '2': '112-151', '3': '154-196', '4': '200-241', '5': '245-283', '6': '287-328'}",,
Q9LTR2,,,,,1.0,{'1': '1-381'},1.0,{'1': '128-203'},,,,,,,,
Q9LTT8,1.0,{'1': '210-498'},2.0,"{'1': '189-529', '2': '1259-1342'}",1.0,{'1': '1-1341'},2.0,"{'1': '186-498', '2': '1216-1318'}",,,2.0,"{'1': '233-275', '2': '352-394'}",2.0,"{'1': '226-266', '2': '345-385'}",,
Q9LTX9,4.0,"{'1': '455-611', '2': '578-675', '3': '79-259', '4': '262-453'}",2.0,"{'1': '451-576', '2': '578-677'}",1.0,{'1': '80-642'},1.0,{'1': '80-674'},,,3.0,"{'1': '83-90', '2': '267-280', '3': '408-422'}",,,1.0,{'1': '79-674'}
Q9LTY1,,,,,1.0,{'1': '1-725'},1.0,{'1': '109-724'},,,,,,,,
Q9LU46,2.0,"{'1': '222-507', '2': '549-569'}",2.0,"{'1': '114-365', '2': '371-533'}",,,3.0,"{'1': '385-492', '2': '549-565', '3': '170-348'}",,,4.0,"{'1': '372-532', '2': '550-565', '3': '177-361', '4': '146-174'}",3.0,"{'1': '411-492', '2': '549-565', '3': '165-376'}",,
Q9LU63,1.0,{'1': '112-207'},1.0,{'1': '113-212'},1.0,{'1': '39-210'},1.0,{'1': '113-207'},,,,,,,,
Q9LU68,,,,,1.0,{'1': '1-427'},1.0,{'1': '383-425'},,,1.0,{'1': '383-425'},,,,
Q9LU77,,,,,1.0,{'1': '1-647'},1.0,{'1': '10-642'},,,,,,,1.0,{'1': '1-647'}
Q9LU92,,,,,,,3.0,"{'1': '54-141', '2': '240-299', '3': '305-370'}",,,1.0,{'1': '47-111'},1.0,{'1': '51-113'},,
Q9LU93,1.0,{'1': '11-204'},1.0,{'1': '2-204'},1.0,{'1': '8-202'},1.0,{'1': '17-192'},,,1.0,{'1': '15-198'},,,,
Q9LUB6,1.0,{'1': '21-110'},,,1.0,{'1': '4-156'},1.0,{'1': '32-73'},,,,,1.0,{'1': '32-70'},,
Q9LUB7,,,,,1.0,{'1': '19-553'},2.0,"{'1': '416-551', '2': '198-322'}",8.0,"{'1': '107-129', '2': '148-163', '3': '163-178', '4': '189-210', '5': '235-255', '6': '309-328', '7': '451-471', '8': '490-512'}",,,1.0,{'1': '228-289'},,
Q9LUB8,1.0,{'1': '21-389'},1.0,{'1': '32-385'},,,1.0,{'1': '48-374'},,,1.0,{'1': '226-239'},4.0,"{'1': '169-195', '2': '196-217', '3': '249-270', '4': '280-301'}",,
Q9LUD6,,,3.0,"{'1': '28-181', '2': '182-298', '3': '299-372'}",1.0,{'1': '88-290'},2.0,"{'1': '197-227', '2': '235-283'}",,,5.0,"{'1': '201-235', '2': '236-270', '3': '271-305', '4': '306-340', '5': '341-375'}",,,3.0,"{'1': '204-237', '2': '239-272', '3': '273-306'}"
Q9LUG1,4.0,"{'1': '48-120', '2': '521-623', '3': '624-764', '4': '130-394'}",2.0,"{'1': '623-727', '2': '130-402'}",1.0,{'1': '7-764'},5.0,"{'1': '56-94', '2': '129-393', '3': '521-618', '4': '634-721', '5': '404-506'}",,,,,,,,
Q9LUJ3,1.0,{'1': '42-162'},1.0,{'1': '42-163'},1.0,{'1': '3-162'},1.0,{'1': '44-162'},,,,,,,,
Q9LUJ5,,,,,1.0,{'1': '10-290'},1.0,{'1': '50-290'},,,,,,,,
Q9LUJ7,1.0,{'1': '17-457'},2.0,"{'1': '61-262', '2': '263-464'}",1.0,{'1': '11-464'},2.0,"{'1': '106-218', '2': '278-446'}",,,,,2.0,"{'1': '64-223', '2': '278-448'}",,
Q9LUK7,1.0,{'1': '339-408'},1.0,{'1': '330-406'},1.0,{'1': '30-509'},2.0,"{'1': '343-389', '2': '35-225'}",,,1.0,{'1': '339-388'},1.0,{'1': '345-394'},,
Q9LUL4,1.0,{'1': '400-691'},1.0,{'1': '28-248'},1.0,{'1': '10-690'},4.0,"{'1': '421-690', '2': '212-232', '3': '117-175', '4': '29-69'}",,,3.0,"{'1': '419-693', '2': '142-164', '3': '425-448'}",,,,
Q9LUM3,1.0,{'1': '102-621'},2.0,"{'1': '130-630', '2': '12-103'}",1.0,{'1': '28-769'},4.0,"{'1': '128-599', '2': '368-458', '3': '27-103', '4': '665-769'}",3.0,"{'1': '128-147', '2': '206-219', '3': '546-562'}",1.0,{'1': '547-557'},,,,
Q9LUR6,,,,,1.0,{'1': '1-150'},,,,,,,,,,
Q9LUT0,1.0,{'1': '42-345'},,,1.0,{'1': '34-351'},1.0,{'1': '73-345'},,,3.0,"{'1': '69-349', '2': '195-207', '3': '75-98'}",1.0,{'1': '69-349'},,
Q9LUT2,3.0,"{'1': '3-109', '2': '115-239', '3': '240-387'}",,,1.0,{'1': '2-388'},3.0,"{'1': '4-101', '2': '117-238', '3': '240-381'}",,,2.0,"{'1': '119-129', '2': '266-274'}",,,1.0,{'1': '5-388'}
Q9LUU3,1.0,{'1': '1-131'},,,1.0,{'1': '5-328'},2.0,"{'1': '4-44', '2': '56-377'}",,,1.0,{'1': '1-48'},1.0,{'1': '7-47'},1.0,{'1': '101-330'}
Q9LUV2,1.0,{'1': '7-105'},,,1.0,{'1': '6-105'},1.0,{'1': '8-103'},,,1.0,{'1': '8-102'},1.0,{'1': '8-104'},,
Q9LV09,1.0,{'1': '140-265'},1.0,{'1': '138-265'},1.0,{'1': '32-299'},1.0,{'1': '146-220'},,,1.0,{'1': '142-231'},,,,
Q9LV21,3.0,"{'1': '216-389', '2': '155-414', '3': '24-534'}",3.0,"{'1': '221-380', '2': '150-416', '3': '37-533'}",1.0,{'1': '23-533'},1.0,{'1': '40-534'},5.0,"{'1': '42-58', '2': '64-82', '3': '94-113', '4': '384-406', '5': '418-430'}",2.0,"{'1': '45-57', '2': '94-102'}",,,1.0,{'1': '22-535'}
Q9LV27,1.0,{'1': '7-282'},1.0,{'1': '5-305'},1.0,{'1': '4-305'},2.0,"{'1': '7-20', '2': '38-304'}",3.0,"{'1': '93-107', '2': '226-240', '3': '268-282'}",9.0,"{'1': '1-30', '2': '74-108', '3': '122-156', '4': '207-241', '5': '249-290', '6': '8-22', '7': '93-107', '8': '134-148', '9': '226-240'}",6.0,"{'1': '24-62', '2': '67-106', '3': '109-147', '4': '150-190', '5': '200-239', '6': '242-281'}",,
Q9LV28,1.0,{'1': '5-321'},1.0,{'1': '4-326'},1.0,{'1': '2-323'},7.0,"{'1': '9-43', '2': '56-91', '3': '96-133', '4': '137-179', '5': '184-221', '6': '226-261', '7': '297-321'}",3.0,"{'1': '120-134', '2': '166-180', '3': '208-222'}",10.0,"{'1': '11-53', '2': '59-100', '3': '101-133', '4': '145-188', '5': '189-230', '6': '237-270', '7': '298-326', '8': '78-92', '9': '166-180', '10': '208-222'}",7.0,"{'1': '4-44', '2': '52-91', '3': '94-133', '4': '135-179', '5': '182-221', '6': '224-261', '7': '288-322'}",,
Q9LV48,1.0,{'1': '259-553'},,,1.0,{'1': '140-615'},1.0,{'1': '284-553'},,,3.0,"{'1': '280-559', '2': '400-412', '3': '286-308'}",1.0,{'1': '280-553'},,
Q9LV85,,,,,1.0,{'1': '20-553'},1.0,{'1': '272-554'},,,,,,,,
Q9LVA0,,,,,1.0,{'1': '201-440'},,,,,,,,,,
Q9LVE2,1.0,{'1': '115-496'},1.0,{'1': '110-513'},1.0,{'1': '1-517'},1.0,{'1': '103-514'},,,,,,,,
Q9LVG2,1.0,{'1': '159-216'},1.0,{'1': '159-217'},,,1.0,{'1': '160-208'},,,1.0,{'1': '160-216'},1.0,{'1': '160-222'},,
Q9LVG4,1.0,{'1': '62-187'},,,1.0,{'1': '64-386'},2.0,"{'1': '66-177', '2': '442-484'}",,,2.0,"{'1': '65-183', '2': '442-484'}",1.0,{'1': '64-179'},,
Q9LVH4,1.0,{'1': '12-112'},1.0,{'1': '14-175'},1.0,{'1': '16-175'},1.0,{'1': '18-104'},,,1.0,{'1': '4-118'},1.0,{'1': '19-114'},,
Q9LVH5,2.0,"{'1': '472-579', '2': '15-445'}",2.0,"{'1': '447-589', '2': '48-446'}",,,1.0,{'1': '55-441'},,,2.0,"{'1': '508-541', '2': '542-575'}",3.0,"{'1': '474-507', '2': '508-541', '3': '542-575'}",,
Q9LVI6,1.0,{'1': '369-637'},1.0,{'1': '31-246'},1.0,{'1': '14-640'},4.0,"{'1': '369-634', '2': '121-142', '3': '144-166', '4': '32-68'}",,,2.0,"{'1': '365-639', '2': '371-393'}",,,,
Q9LVI8,2.0,"{'1': '103-354', '2': '12-102'}",1.0,{'1': '1-103'},1.0,{'1': '6-353'},2.0,"{'1': '124-351', '2': '51-97'}",,,4.0,"{'1': '106-354', '2': '19-99', '3': '55-72', '4': '237-253'}",1.0,{'1': '103-351'},,
Q9LVM1,2.0,"{'1': '469-714', '2': '138-462'}",2.0,"{'1': '470-723', '2': '130-467'}",1.0,{'1': '110-710'},2.0,"{'1': '495-644', '2': '144-432'}",,,3.0,"{'1': '479-713', '2': '144-445', '3': '616-630'}",1.0,{'1': '504-690'},,
Q9LVN2,1.0,{'1': '500-778'},4.0,"{'1': '25-180', '2': '181-229', '3': '230-301', '4': '302-413'}",1.0,{'1': '233-781'},5.0,"{'1': '545-776', '2': '138-160', '3': '261-281', '4': '80-125', '5': '286-344'}",,,2.0,"{'1': '521-785', '2': '91-113'}",6.0,"{'1': '89-111', '2': '112-136', '3': '160-184', '4': '185-208', '5': '307-330', '6': '331-354'}",,
Q9LVT8,,,,,1.0,{'1': '1-357'},2.0,"{'1': '147-257', '2': '1-67'}",,,,,1.0,{'1': '147-258'},,
Q9LVV6,,,,,1.0,{'1': '18-170'},1.0,{'1': '103-169'},,,,,,,,
Q9LVW7,2.0,"{'1': '208-426', '2': '56-201'}",2.0,"{'1': '205-427', '2': '56-204'}",,,2.0,"{'1': '60-184', '2': '247-421'}",,,,,1.0,{'1': '56-186'},1.0,{'1': '58-424'}
Q9LW57,,,,,1.0,{'1': '37-282'},1.0,{'1': '87-281'},,,,,,,,
Q9LW64,,,,,1.0,{'1': '1-86'},1.0,{'1': '5-82'},,,,,,,,
Q9LW66,1.0,{'1': '101-472'},,,1.0,{'1': '113-506'},3.0,"{'1': '122-269', '2': '318-421', '3': '440-484'}",,,4.0,"{'1': '120-421', '2': '422-494', '3': '239-251', '4': '126-149'}",2.0,"{'1': '120-421', '2': '422-486'}",,
Q9LW77,,,1.0,{'1': '264-338'},1.0,{'1': '1-433'},2.0,"{'1': '291-330', '2': '3-272'}",,,1.0,{'1': '292-330'},1.0,{'1': '292-329'},,
Q9LX13,1.0,{'1': '73-215'},,,1.0,{'1': '49-218'},1.0,{'1': '84-209'},,,,,,,1.0,{'1': '75-214'}
Q9LX49,1.0,{'1': '10-284'},2.0,"{'1': '23-277', '2': '143-250'}",1.0,{'1': '7-286'},2.0,"{'1': '40-121', '2': '175-281'}",,,,,,,,
Q9LX65,1.0,{'1': '8-431'},2.0,"{'1': '5-320', '2': '332-433'}",1.0,{'1': '2-440'},2.0,"{'1': '4-312', '2': '318-431'}",,,,,,,,
Q9LX99,1.0,{'1': '116-455'},1.0,{'1': '87-457'},1.0,{'1': '57-503'},1.0,{'1': '148-455'},3.0,"{'1': '214-235', '2': '357-375', '3': '406-427'}",2.0,"{'1': '142-456', '2': '356-367'}",1.0,{'1': '140-462'},,
Q9LXA7,1.0,{'1': '168-277'},2.0,"{'1': '128-288', '2': '392-469'}",,,2.0,"{'1': '178-263', '2': '398-460'}",4.0,"{'1': '189-202', '2': '205-221', '3': '221-239', '4': '239-258'}",2.0,"{'1': '186-258', '2': '389-470'}",1.0,{'1': '167-277'},,
Q9LXC6,,,,,1.0,{'1': '9-373'},1.0,{'1': '55-146'},,,,,1.0,{'1': '54-147'},,
Q9LXC9,1.0,{'1': '66-296'},1.0,{'1': '65-299'},1.0,{'1': '64-291'},1.0,{'1': '107-284'},,,,,,,,
Q9LXD7,2.0,"{'1': '170-441', '2': '50-170'}",1.0,{'1': '348-428'},1.0,{'1': '66-442'},3.0,"{'1': '230-407', '2': '60-118', '3': '171-225'}",,,1.0,{'1': '169-440'},1.0,{'1': '74-133'},,
Q9LXG0,1.0,{'1': '166-237'},,,,,1.0,{'1': '55-108'},,,1.0,{'1': '56-107'},,,2.0,"{'1': '179-235', '2': '55-107'}"
Q9LXL5,,,,,1.0,{'1': '9-806'},4.0,"{'1': '267-555', '2': '567-729', '3': '11-122', '4': '158-244'}",,,,,,,1.0,{'1': '27-804'}
Q9LXM8,,,1.0,{'1': '1-59'},1.0,{'1': '1-111'},,,,,,,,,,
Q9LXS6,1.0,{'1': '72-484'},2.0,"{'1': '112-466', '2': '327-432'}",1.0,{'1': '69-484'},1.0,{'1': '98-467'},6.0,"{'1': '224-237', '2': '278-293', '3': '300-328', '4': '353-373', '5': '415-431', '6': '435-449'}",1.0,{'1': '360-372'},,,,
Q9LXS7,1.0,{'1': '70-477'},2.0,"{'1': '109-459', '2': '324-429'}",1.0,{'1': '65-476'},1.0,{'1': '95-460'},5.0,"{'1': '221-234', '2': '275-290', '3': '297-325', '4': '350-370', '5': '412-428'}",1.0,{'1': '357-369'},,,,
Q9LXU1,1.0,{'1': '39-297'},1.0,{'1': '26-297'},1.0,{'1': '24-297'},1.0,{'1': '37-295'},,,,,,,,
Q9LXU9,,,,,1.0,{'1': '8-559'},1.0,{'1': '502-555'},,,,,,,,
Q9LXV3,,,,,1.0,{'1': '65-557'},1.0,{'1': '93-557'},,,,,,,1.0,{'1': '109-551'}
Q9LXZ4,2.0,"{'1': '30-149', '2': '124-286'}",,,1.0,{'1': '1-337'},2.0,"{'1': '162-286', '2': '38-120'}",,,1.0,{'1': '151-172'},1.0,{'1': '18-336'},,
Q9LXZ9,,,,,1.0,{'1': '61-352'},2.0,"{'1': '377-421', '2': '64-96'}",,,,,,,,
Q9LY29,1.0,{'1': '91-149'},1.0,{'1': '90-150'},1.0,{'1': '67-219'},1.0,{'1': '91-140'},2.0,"{'1': '92-103', '2': '114-130'}",1.0,{'1': '91-148'},1.0,{'1': '91-154'},,
Q9LY32,3.0,"{'1': '133-230', '2': '15-858', '3': '326-633'}",2.0,"{'1': '327-623', '2': '342-489'}",,,2.0,"{'1': '19-82', '2': '131-230'}",5.0,"{'1': '446-464', '2': '558-574', '3': '586-602', '4': '617-642', '5': '771-792'}",1.0,{'1': '332-338'},1.0,{'1': '16-88'},3.0,"{'1': '102-349', '2': '561-666', '3': '35-816'}"
Q9LY66,1.0,{'1': '115-334'},1.0,{'1': '176-267'},,,1.0,{'1': '138-328'},,,1.0,{'1': '229-247'},,,1.0,{'1': '112-336'}
Q9LY74,1.0,{'1': '69-259'},1.0,{'1': '78-268'},1.0,{'1': '11-338'},1.0,{'1': '115-209'},,,1.0,{'1': '65-274'},,,,
Q9LYA5,1.0,{'1': '16-208'},,,1.0,{'1': '10-248'},1.0,{'1': '59-187'},,,,,,,,
Q9LYC1,1.0,{'1': '53-341'},1.0,{'1': '1-343'},1.0,{'1': '59-322'},1.0,{'1': '109-322'},,,2.0,"{'1': '109-125', '2': '185-197'}",,,,
Q9LYC8,1.0,{'1': '2-101'},,,1.0,{'1': '1-101'},1.0,{'1': '13-75'},3.0,"{'1': '13-31', '2': '58-71', '3': '72-85'}",,,,,1.0,{'1': '4-102'}
Q9LYE1,,,,,1.0,{'1': '1-215'},1.0,{'1': '1-112'},,,,,,,,
Q9LYG3,2.0,"{'1': '304-587', '2': '28-303'}",1.0,{'1': '47-301'},,,2.0,"{'1': '113-293', '2': '304-555'}",7.0,"{'1': '119-143', '2': '179-208', '3': '215-237', '4': '275-293', '5': '300-316', '6': '331-347', '7': '434-450'}",1.0,{'1': '300-316'},2.0,"{'1': '113-294', '2': '304-557'}",,
Q9LYK9,,,1.0,{'1': '1-115'},1.0,{'1': '1-122'},1.0,{'1': '1-106'},,,1.0,{'1': '73-80'},,,,
Q9LYN2,1.0,{'1': '83-256'},1.0,{'1': '57-256'},1.0,{'1': '80-256'},1.0,{'1': '97-240'},,,2.0,"{'1': '89-242', '2': '209-229'}",,,,
Q9LYN8,1.0,{'1': '898-1189'},4.0,"{'1': '23-216', '2': '217-308', '3': '309-570', '4': '571-820'}",,,17.0,"{'1': '920-1188', '2': '164-185', '3': '235-257', '4': '426-446', '5': '473-495', '6': '521-541', '7': '545-562', '8': '585-603', '9': '606-627', '10': '629-650', '11': '653-674', '12': '677-699', '13': '702-722', '14': '90-149', '15': '331-389', '16': '726-784', '17': '24-62'}",,,3.0,"{'1': '917-1192', '2': '1039-1051', '3': '923-946'}",15.0,"{'1': '917-1189', '2': '88-111', '3': '112-135', '4': '136-160', '5': '161-185', '6': '233-256', '7': '352-376', '8': '400-424', '9': '495-519', '10': '543-569', '11': '627-651', '12': '675-698', '13': '699-723', '14': '747-770', '15': '771-796'}",,
Q9LYR2,1.0,{'1': '138-273'},1.0,{'1': '143-274'},1.0,{'1': '81-274'},2.0,"{'1': '106-145', '2': '204-259'}",3.0,"{'1': '212-223', '2': '234-246', '3': '246-258'}",1.0,{'1': '203-272'},,,1.0,{'1': '124-274'}
Q9LYU3,1.0,{'1': '38-96'},1.0,{'1': '37-97'},1.0,{'1': '26-190'},1.0,{'1': '38-87'},2.0,"{'1': '39-50', '2': '61-77'}",1.0,{'1': '38-95'},1.0,{'1': '38-101'},,
Q9LYU7,1.0,{'1': '122-395'},,,1.0,{'1': '41-398'},1.0,{'1': '122-392'},,,1.0,{'1': '118-401'},,,,
Q9LYU9,,,4.0,"{'1': '52-201', '2': '253-417', '3': '425-503', '4': '504-630'}",1.0,{'1': '278-656'},12.0,"{'1': '57-79', '2': '122-147', '3': '151-179', '4': '225-246', '5': '251-281', '6': '426-448', '7': '527-550', '8': '349-397', '9': '451-499', '10': '672-752', '11': '569-631', '12': '636-658'}",,,3.0,"{'1': '148-182', '2': '350-384', '3': '452-486'}",,,5.0,"{'1': '122-146', '2': '153-179', '3': '251-284', '4': '352-381', '5': '454-487'}"
Q9LZ57,,,1.0,{'1': '1-103'},1.0,{'1': '4-104'},1.0,{'1': '4-97'},,,1.0,{'1': '51-61'},,,,
Q9LZ61,1.0,{'1': '5-78'},1.0,{'1': '15-85'},,,1.0,{'1': '13-53'},2.0,"{'1': '5-25', '2': '25-40'}",1.0,{'1': '3-48'},1.0,{'1': '3-66'},,
Q9LZ71,,,,,,,2.0,"{'1': '432-524', '2': '28-84'}",,,,,,,,
Q9LZ78,,,,,1.0,{'1': '24-105'},,,,,,,,,,
Q9LZD3,1.0,{'1': '76-629'},,,1.0,{'1': '55-630'},1.0,{'1': '269-625'},,,,,,,,
Q9LZH9,1.0,{'1': '83-217'},1.0,{'1': '48-231'},1.0,{'1': '40-242'},1.0,{'1': '113-202'},11.0,"{'1': '27-44', '2': '44-61', '3': '64-83', '4': '88-101', '5': '122-142', '6': '183-207', '7': '215-235', '8': '126-140', '9': '145-158', '10': '161-171', '11': '171-185'}",1.0,{'1': '164-181'},,,,
Q9LZK5,3.0,"{'1': '133-257', '2': '254-340', '3': '24-125'}",1.0,{'1': '23-129'},1.0,{'1': '25-345'},2.0,"{'1': '26-88', '2': '140-330'}",4.0,"{'1': '28-46', '2': '46-61', '3': '63-83', '4': '83-102'}",2.0,"{'1': '26-91', '2': '68-87'}",1.0,{'1': '25-83'},,
Q9LZL7,1.0,{'1': '49-262'},1.0,{'1': '43-323'},1.0,{'1': '4-317'},1.0,{'1': '9-95'},,,,,1.0,{'1': '46-291'},,
Q9LZM6,1.0,{'1': '67-266'},1.0,{'1': '62-265'},1.0,{'1': '8-266'},1.0,{'1': '77-265'},,,,,,,,
Q9LZM7,,,,,1.0,{'1': '1-208'},1.0,{'1': '20-193'},,,,,,,,
Q9LZM8,1.0,{'1': '351-416'},,,1.0,{'1': '86-449'},2.0,"{'1': '170-291', '2': '366-405'}",,,1.0,{'1': '368-409'},2.0,"{'1': '349-413', '2': '165-292'}",,
Q9LZQ9,1.0,{'1': '58-609'},2.0,"{'1': '22-242', '2': '243-425'}",,,4.0,"{'1': '265-403', '2': '69-226', '3': '616-692', '4': '466-494'}",,,2.0,"{'1': '265-445', '2': '71-240'}",3.0,"{'1': '286-404', '2': '465-555', '3': '59-249'}",,
